sales_deposit_batch_id,business_event_date,branch_code,payment_method,txn_count,net_total_thb,settlement_bank_txn_id,bank_amount_thb,reconciliation_status
BKK-R9|2025-04-27|mobile_wallet,2025-04-27,BKK-R9,mobile_wallet,3,90600.00,BT-202504-862122138893,90600.00,matched
BKK-R9|2025-04-28|cash,2025-04-28,BKK-R9,cash,3,39200.00,BT-202504-478081305426,39200.00,matched
BKK-R9|2025-04-28|credit_card,2025-04-28,BKK-R9,credit_card,2,111300.00,BT-202504-1000023983118,111300.00,matched
BKK-R9|2025-04-28|debit_card,2025-04-28,BKK-R9,debit_card,4,167500.00,BT-202504-68953022396,167500.00,matched
BKK-R9|2025-04-28|mobile_wallet,2025-04-28,BKK-R9,mobile_wallet,3,95200.00,BT-202504-555495369275,95200.00,matched
BKK-R9|2025-04-29|cash,2025-04-29,BKK-R9,cash,2,43800.00,BT-202504-794632439852,43800.00,matched
BKK-R9|2025-04-29|debit_card,2025-04-29,BKK-R9,debit_card,2,36700.00,BT-202504-746011794266,36700.00,matched
BKK-R9|2025-04-30|cash,2025-04-30,BKK-R9,cash,5,280300.00,BT-202504-920441280002,280300.00,matched
BKK-R9|2025-04-30|credit_card,2025-04-30,BKK-R9,credit_card,1,8500.00,BT-202504-411329254031,8500.00,matched
BKK-R9|2025-04-30|debit_card,2025-04-30,BKK-R9,debit_card,1,16900.00,BT-202504-244768338351,16900.00,matched
BKK-R9|2025-04-30|mobile_wallet,2025-04-30,BKK-R9,mobile_wallet,2,50300.00,BT-202504-121340292575,50300.00,matched
BKK-R9|2025-05-01|cash,2025-05-01,BKK-R9,cash,5,262700.00,BT-202505-270698170445,262700.00,matched
BKK-R9|2025-05-01|credit_card,2025-05-01,BKK-R9,credit_card,1,82000.00,BT-202505-765966229448,82000.00,matched
BKK-R9|2025-05-01|debit_card,2025-05-01,BKK-R9,debit_card,1,4900.00,BT-202505-834625678714,4900.00,matched
BKK-R9|2025-05-01|mobile_wallet,2025-05-01,BKK-R9,mobile_wallet,2,54800.00,BT-202505-728310000086,54800.00,matched
BKK-R9|2025-05-02|cash,2025-05-02,BKK-R9,cash,3,28700.00,BT-202505-317288161612,28700.00,matched
BKK-R9|2025-05-02|credit_card,2025-05-02,BKK-R9,credit_card,6,208000.00,BT-202505-822670946739,208000.00,matched
BKK-R9|2025-05-02|debit_card,2025-05-02,BKK-R9,debit_card,1,17800.00,BT-202505-572150563898,17800.00,matched
BKK-R9|2025-05-02|mobile_wallet,2025-05-02,BKK-R9,mobile_wallet,3,25200.00,BT-202505-915634803625,25200.00,matched
BKK-R9|2025-05-03|cash,2025-05-03,BKK-R9,cash,2,97600.00,BT-202505-76773311811,97600.00,matched
BKK-R9|2025-05-03|credit_card,2025-05-03,BKK-R9,credit_card,6,131300.00,BT-202505-94269156035,131300.00,matched
BKK-R9|2025-05-03|debit_card,2025-05-03,BKK-R9,debit_card,2,156200.00,BT-202505-862308839530,156200.00,matched
BKK-R9|2025-05-03|mobile_wallet,2025-05-03,BKK-R9,mobile_wallet,2,60600.00,BT-202505-957870914551,60600.00,matched
BKK-R9|2025-05-04|cash,2025-05-04,BKK-R9,cash,4,74600.00,BT-202505-75343656211,74600.00,matched
BKK-R9|2025-05-04|credit_card,2025-05-04,BKK-R9,credit_card,2,31800.00,BT-202505-1002330343789,31800.00,matched
BKK-R9|2025-05-04|debit_card,2025-05-04,BKK-R9,debit_card,2,49700.00,BT-202505-95249029753,49700.00,matched
BKK-R9|2025-05-05|cash,2025-05-05,BKK-R9,cash,3,55100.00,BT-202505-144284491843,55100.00,matched
BKK-R9|2025-05-05|credit_card,2025-05-05,BKK-R9,credit_card,4,240000.00,BT-202505-504263528397,240000.00,matched
BKK-R9|2025-05-05|debit_card,2025-05-05,BKK-R9,debit_card,3,78200.00,BT-202505-286196572678,78200.00,matched
BKK-R9|2025-05-05|mobile_wallet,2025-05-05,BKK-R9,mobile_wallet,3,158400.00,BT-202505-668231531847,158400.00,matched
BKK-R9|2025-05-06|cash,2025-05-06,BKK-R9,cash,5,150400.00,BT-202505-1016013693348,150400.00,matched
BKK-R9|2025-05-06|credit_card,2025-05-06,BKK-R9,credit_card,2,54800.00,BT-202505-293880599580,54800.00,matched
BKK-R9|2025-05-06|debit_card,2025-05-06,BKK-R9,debit_card,1,29800.00,BT-202505-937121888056,29800.00,matched
BKK-R9|2025-05-06|mobile_wallet,2025-05-06,BKK-R9,mobile_wallet,3,125500.00,BT-202505-222174847004,125500.00,matched
BKK-R9|2025-05-07|cash,2025-05-07,BKK-R9,cash,6,185200.00,BT-202505-984471779365,185200.00,matched
BKK-R9|2025-05-07|credit_card,2025-05-07,BKK-R9,credit_card,7,222700.00,BT-202505-63850320362,222700.00,matched
BKK-R9|2025-05-07|debit_card,2025-05-07,BKK-R9,debit_card,3,94300.00,BT-202505-461014575689,94300.00,matched
BKK-R9|2025-05-07|mobile_wallet,2025-05-07,BKK-R9,mobile_wallet,5,117600.00,BT-202505-696205782185,117600.00,matched
BKK-R9|2025-05-08|cash,2025-05-08,BKK-R9,cash,6,293200.00,BT-202505-697991662478,293200.00,matched
BKK-R9|2025-05-08|credit_card,2025-05-08,BKK-R9,credit_card,2,143000.00,BT-202505-437590693093,143000.00,matched
BKK-R9|2025-05-08|debit_card,2025-05-08,BKK-R9,debit_card,2,184200.00,BT-202505-750286627532,184200.00,matched
BKK-R9|2025-05-08|mobile_wallet,2025-05-08,BKK-R9,mobile_wallet,5,237400.00,BT-202505-191490253243,237400.00,matched
BKK-R9|2025-05-09|cash,2025-05-09,BKK-R9,cash,5,210200.00,BT-202505-858366328266,210200.00,matched
BKK-R9|2025-05-09|debit_card,2025-05-09,BKK-R9,debit_card,1,29900.00,BT-202505-266889914,29900.00,matched
BKK-R9|2025-05-10|cash,2025-05-10,BKK-R9,cash,7,331000.00,BT-202505-619147067426,331000.00,matched
BKK-R9|2025-05-10|credit_card,2025-05-10,BKK-R9,credit_card,2,11800.00,BT-202505-745444772895,11800.00,matched
BKK-R9|2025-05-10|debit_card,2025-05-10,BKK-R9,debit_card,2,73700.00,BT-202505-902379020388,73700.00,matched
BKK-R9|2025-05-10|mobile_wallet,2025-05-10,BKK-R9,mobile_wallet,3,169000.00,BT-202505-9197266352,169000.00,matched
BKK-R9|2025-05-11|cash,2025-05-11,BKK-R9,cash,7,98800.00,BT-202505-691517492089,98800.00,matched
BKK-R9|2025-05-11|credit_card,2025-05-11,BKK-R9,credit_card,4,138900.00,BT-202505-892363438872,138900.00,matched
BKK-R9|2025-05-11|mobile_wallet,2025-05-11,BKK-R9,mobile_wallet,1,12900.00,BT-202505-445059512782,12900.00,matched
BKK-R9|2025-05-12|cash,2025-05-12,BKK-R9,cash,8,188000.00,BT-202505-943810280833,188000.00,matched
BKK-R9|2025-05-12|credit_card,2025-05-12,BKK-R9,credit_card,4,174200.00,BT-202505-922322844024,174200.00,matched
BKK-R9|2025-05-12|mobile_wallet,2025-05-12,BKK-R9,mobile_wallet,1,6900.00,BT-202505-7396994731,6900.00,matched
BKK-R9|2025-05-13|cash,2025-05-13,BKK-R9,cash,2,66600.00,BT-202505-933172053457,66600.00,matched
BKK-R9|2025-05-13|credit_card,2025-05-13,BKK-R9,credit_card,4,59000.00,BT-202505-1061849755830,59000.00,matched
BKK-R9|2025-05-13|debit_card,2025-05-13,BKK-R9,debit_card,3,229700.00,BT-202505-500175727744,229700.00,matched
BKK-R9|2025-05-13|mobile_wallet,2025-05-13,BKK-R9,mobile_wallet,3,30700.00,BT-202505-1001653853691,30700.00,matched
BKK-R9|2025-05-14|cash,2025-05-14,BKK-R9,cash,3,141600.00,BT-202505-1078150543100,141600.00,matched
BKK-R9|2025-05-14|credit_card,2025-05-14,BKK-R9,credit_card,1,18900.00,BT-202505-864525138067,18900.00,matched
BKK-R9|2025-05-14|debit_card,2025-05-14,BKK-R9,debit_card,1,29900.00,BT-202505-1062051363780,29900.00,matched
BKK-R9|2025-05-14|mobile_wallet,2025-05-14,BKK-R9,mobile_wallet,1,154900.00,BT-202505-324749374137,154900.00,matched
BKK-R9|2025-05-15|cash,2025-05-15,BKK-R9,cash,3,101000.00,BT-202505-808808322868,101000.00,matched
BKK-R9|2025-05-15|credit_card,2025-05-15,BKK-R9,credit_card,1,4900.00,BT-202505-338168730694,4900.00,matched
BKK-R9|2025-05-15|mobile_wallet,2025-05-15,BKK-R9,mobile_wallet,4,103400.00,BT-202505-331059862476,103400.00,matched
BKK-R9|2025-05-16|cash,2025-05-16,BKK-R9,cash,4,317700.00,BT-202505-854928542677,317700.00,matched
BKK-R9|2025-05-16|credit_card,2025-05-16,BKK-R9,credit_card,6,266400.00,BT-202505-109231818530,266400.00,matched
BKK-R9|2025-05-16|debit_card,2025-05-16,BKK-R9,debit_card,3,99200.00,BT-202505-399160469671,99200.00,matched
BKK-R9|2025-05-16|mobile_wallet,2025-05-16,BKK-R9,mobile_wallet,2,153500.00,BT-202505-376759318051,153500.00,matched
BKK-R9|2025-05-17|cash,2025-05-17,BKK-R9,cash,7,171600.00,BT-202505-1071436601157,171600.00,matched
BKK-R9|2025-05-17|credit_card,2025-05-17,BKK-R9,credit_card,1,93700.00,BT-202505-464953247903,93700.00,matched
BKK-R9|2025-05-17|mobile_wallet,2025-05-17,BKK-R9,mobile_wallet,2,93700.00,BT-202505-863385421734,93700.00,matched
BKK-R9|2025-05-18|cash,2025-05-18,BKK-R9,cash,5,222700.00,BT-202505-233478421906,222700.00,matched
BKK-R9|2025-05-18|debit_card,2025-05-18,BKK-R9,debit_card,2,62800.00,BT-202505-156003522735,62800.00,matched
BKK-R9|2025-05-18|mobile_wallet,2025-05-18,BKK-R9,mobile_wallet,3,44700.00,BT-202505-499661435315,44700.00,matched
BKK-R9|2025-05-19|cash,2025-05-19,BKK-R9,cash,5,266300.00,BT-202505-87190033766,266300.00,matched
BKK-R9|2025-05-19|credit_card,2025-05-19,BKK-R9,credit_card,1,4900.00,BT-202505-885551714351,4900.00,matched
BKK-R9|2025-05-19|debit_card,2025-05-19,BKK-R9,debit_card,4,100600.00,BT-202505-726485483052,100600.00,matched
BKK-R9|2025-05-19|mobile_wallet,2025-05-19,BKK-R9,mobile_wallet,2,117600.00,BT-202505-23847614650,117600.00,matched
BKK-R9|2025-05-20|cash,2025-05-20,BKK-R9,cash,6,267700.00,BT-202505-266200685773,267700.00,matched
BKK-R9|2025-05-20|credit_card,2025-05-20,BKK-R9,credit_card,7,186100.00,BT-202505-562735135647,186100.00,matched
BKK-R9|2025-05-20|debit_card,2025-05-20,BKK-R9,debit_card,1,141400.00,BT-202505-1003212113751,141400.00,matched
BKK-R9|2025-05-20|mobile_wallet,2025-05-20,BKK-R9,mobile_wallet,1,18900.00,BT-202505-934961614364,18900.00,matched
BKK-R9|2025-05-21|cash,2025-05-21,BKK-R9,cash,5,199200.00,BT-202505-619219899517,199200.00,matched
BKK-R9|2025-05-21|credit_card,2025-05-21,BKK-R9,credit_card,5,87400.00,BT-202505-550193894365,87400.00,matched
BKK-R9|2025-05-21|mobile_wallet,2025-05-21,BKK-R9,mobile_wallet,2,36800.00,BT-202505-1026934893850,36800.00,matched
BKK-R9|2025-05-22|cash,2025-05-22,BKK-R9,cash,4,160500.00,BT-202505-289358864639,160500.00,matched
BKK-R9|2025-05-22|credit_card,2025-05-22,BKK-R9,credit_card,2,120400.00,BT-202505-217598942603,120400.00,matched
BKK-R9|2025-05-22|mobile_wallet,2025-05-22,BKK-R9,mobile_wallet,4,240600.00,BT-202505-215837803160,240600.00,matched
BKK-R9|2025-05-23|cash,2025-05-23,BKK-R9,cash,6,161600.00,BT-202505-181775798501,161600.00,matched
BKK-R9|2025-05-23|credit_card,2025-05-23,BKK-R9,credit_card,3,42700.00,BT-202505-217173700019,42700.00,matched
BKK-R9|2025-05-23|debit_card,2025-05-23,BKK-R9,debit_card,3,127700.00,BT-202505-791167613044,127700.00,matched
BKK-R9|2025-05-23|mobile_wallet,2025-05-23,BKK-R9,mobile_wallet,2,43600.00,BT-202505-298964366932,43600.00,matched
BKK-R9|2025-05-24|cash,2025-05-24,BKK-R9,cash,1,29900.00,BT-202505-818672145331,29900.00,matched
BKK-R9|2025-05-24|credit_card,2025-05-24,BKK-R9,credit_card,3,134000.00,BT-202505-591650909917,134000.00,matched
BKK-R9|2025-05-24|debit_card,2025-05-24,BKK-R9,debit_card,4,145800.00,BT-202505-946819401512,145800.00,matched
BKK-R9|2025-05-24|mobile_wallet,2025-05-24,BKK-R9,mobile_wallet,1,4900.00,BT-202505-160865264136,4900.00,matched
BKK-R9|2025-05-25|cash,2025-05-25,BKK-R9,cash,3,94000.00,BT-202505-1079180508582,94000.00,matched
BKK-R9|2025-05-25|credit_card,2025-05-25,BKK-R9,credit_card,3,106600.00,BT-202505-219144125108,106600.00,matched
BKK-R9|2025-05-25|debit_card,2025-05-25,BKK-R9,debit_card,2,33900.00,BT-202505-501543763632,33900.00,matched
BKK-R9|2025-05-25|mobile_wallet,2025-05-25,BKK-R9,mobile_wallet,1,4900.00,BT-202505-612968638572,4900.00,matched
BKK-R9|2025-05-26|cash,2025-05-26,BKK-R9,cash,3,33200.00,BT-202505-722696312727,33200.00,matched
BKK-R9|2025-05-26|credit_card,2025-05-26,BKK-R9,credit_card,2,61700.00,BT-202505-92122080460,61700.00,matched
BKK-R9|2025-05-26|debit_card,2025-05-26,BKK-R9,debit_card,2,17800.00,BT-202505-337324406048,17800.00,matched
BKK-R9|2025-05-26|mobile_wallet,2025-05-26,BKK-R9,mobile_wallet,1,64400.00,BT-202505-393047453302,64400.00,matched
BKK-R9|2025-05-27|cash,2025-05-27,BKK-R9,cash,3,21900.00,BT-202505-498047086098,21900.00,matched
BKK-R9|2025-05-27|credit_card,2025-05-27,BKK-R9,credit_card,3,46600.00,BT-202505-83207748855,46600.00,matched
BKK-R9|2025-05-27|debit_card,2025-05-27,BKK-R9,debit_card,1,24900.00,BT-202505-363615182391,24900.00,matched
BKK-R9|2025-05-27|mobile_wallet,2025-05-27,BKK-R9,mobile_wallet,1,39300.00,BT-202505-1063434923691,39300.00,matched
BKK-R9|2025-05-28|cash,2025-05-28,BKK-R9,cash,5,103300.00,BT-202505-104148057870,103300.00,matched
BKK-R9|2025-05-28|credit_card,2025-05-28,BKK-R9,credit_card,7,407200.00,BT-202505-924199340811,407200.00,matched
BKK-R9|2025-05-28|debit_card,2025-05-28,BKK-R9,debit_card,3,289000.00,BT-202505-392946155124,289000.00,matched
BKK-R9|2025-05-28|mobile_wallet,2025-05-28,BKK-R9,mobile_wallet,2,37800.00,BT-202505-374805363113,37800.00,matched
BKK-R9|2025-05-29|cash,2025-05-29,BKK-R9,cash,4,148500.00,BT-202505-662880189959,148500.00,matched
BKK-R9|2025-05-29|credit_card,2025-05-29,BKK-R9,credit_card,1,98700.00,BT-202505-453874969953,98700.00,matched
BKK-R9|2025-05-29|debit_card,2025-05-29,BKK-R9,debit_card,2,19800.00,BT-202505-558780736772,19800.00,matched
BKK-R9|2025-05-30|cash,2025-05-30,BKK-R9,cash,3,243700.00,BT-202505-572182939994,243700.00,matched
BKK-R9|2025-05-30|credit_card,2025-05-30,BKK-R9,credit_card,2,11800.00,BT-202505-807371080384,11800.00,matched
BKK-R9|2025-05-30|debit_card,2025-05-30,BKK-R9,debit_card,5,335500.00,BT-202505-723009538157,335500.00,matched
BKK-R9|2025-05-30|mobile_wallet,2025-05-30,BKK-R9,mobile_wallet,1,4900.00,BT-202505-416742350579,4900.00,matched
BKK-R9|2025-05-31|cash,2025-05-31,BKK-R9,cash,4,155400.00,BT-202505-581242012539,155400.00,matched
BKK-R9|2025-05-31|credit_card,2025-05-31,BKK-R9,credit_card,1,24900.00,BT-202505-386659574606,24900.00,matched
BKK-R9|2025-05-31|debit_card,2025-05-31,BKK-R9,debit_card,4,285200.00,BT-202505-1084907803855,285200.00,matched
BKK-R9|2025-05-31|mobile_wallet,2025-05-31,BKK-R9,mobile_wallet,1,97800.00,BT-202505-782311243370,97800.00,matched
BKK-R9|2025-06-01|cash,2025-06-01,BKK-R9,cash,7,541700.00,BT-202506-801156721527,541700.00,matched
BKK-R9|2025-06-01|credit_card,2025-06-01,BKK-R9,credit_card,7,497900.00,BT-202506-81932818239,497900.00,matched
BKK-R9|2025-06-01|debit_card,2025-06-01,BKK-R9,debit_card,2,208200.00,BT-202506-883377316161,208200.00,matched
BKK-R9|2025-06-01|mobile_wallet,2025-06-01,BKK-R9,mobile_wallet,2,141700.00,BT-202506-316231501287,141700.00,matched
BKK-R9|2025-06-02|cash,2025-06-02,BKK-R9,cash,4,56700.00,BT-202506-356519413296,56700.00,matched
BKK-R9|2025-06-02|credit_card,2025-06-02,BKK-R9,credit_card,3,255100.00,BT-202506-770643282030,255100.00,matched
BKK-R9|2025-06-02|debit_card,2025-06-02,BKK-R9,debit_card,1,115600.00,BT-202506-852099300684,115600.00,matched
BKK-R9|2025-06-02|mobile_wallet,2025-06-02,BKK-R9,mobile_wallet,1,98700.00,BT-202506-425351408024,98700.00,matched
BKK-R9|2025-06-03|cash,2025-06-03,BKK-R9,cash,1,12900.00,BT-202506-183129997612,12900.00,matched
BKK-R9|2025-06-03|credit_card,2025-06-03,BKK-R9,credit_card,5,165300.00,BT-202506-865987425661,165300.00,matched
BKK-R9|2025-06-03|debit_card,2025-06-03,BKK-R9,debit_card,2,87700.00,BT-202506-43483017563,87700.00,matched
BKK-R9|2025-06-03|mobile_wallet,2025-06-03,BKK-R9,mobile_wallet,3,136400.00,BT-202506-276873273852,136400.00,matched
BKK-R9|2025-06-04|cash,2025-06-04,BKK-R9,cash,2,32700.00,BT-202506-57429224961,32700.00,matched
BKK-R9|2025-06-04|credit_card,2025-06-04,BKK-R9,credit_card,3,115700.00,BT-202506-722620099127,115700.00,matched
BKK-R9|2025-06-04|debit_card,2025-06-04,BKK-R9,debit_card,1,4900.00,BT-202506-586615732084,4900.00,matched
BKK-R9|2025-06-04|mobile_wallet,2025-06-04,BKK-R9,mobile_wallet,2,23800.00,BT-202506-946818393594,23800.00,matched
BKK-R9|2025-06-05|cash,2025-06-05,BKK-R9,cash,5,213000.00,BT-202506-474912366173,213000.00,matched
BKK-R9|2025-06-05|credit_card,2025-06-05,BKK-R9,credit_card,4,111500.00,BT-202506-769770527975,111500.00,matched
BKK-R9|2025-06-05|debit_card,2025-06-05,BKK-R9,debit_card,1,29900.00,BT-202506-1036155512601,29900.00,matched
BKK-R9|2025-06-05|mobile_wallet,2025-06-05,BKK-R9,mobile_wallet,2,58300.00,BT-202506-1033211689644,58300.00,matched
BKK-R9|2025-06-06|cash,2025-06-06,BKK-R9,cash,3,75100.00,BT-202506-516252414710,75100.00,matched
BKK-R9|2025-06-06|credit_card,2025-06-06,BKK-R9,credit_card,5,85400.00,BT-202506-688221757911,85400.00,matched
BKK-R9|2025-06-06|mobile_wallet,2025-06-06,BKK-R9,mobile_wallet,2,89100.00,BT-202506-515031875998,89100.00,matched
BKK-R9|2025-06-07|cash,2025-06-07,BKK-R9,cash,3,86600.00,BT-202506-102163469066,86600.00,matched
BKK-R9|2025-06-07|credit_card,2025-06-07,BKK-R9,credit_card,7,207500.00,BT-202506-909370247241,207500.00,matched
BKK-R9|2025-06-07|debit_card,2025-06-07,BKK-R9,debit_card,1,18900.00,BT-202506-443071894097,18900.00,matched
BKK-R9|2025-06-07|mobile_wallet,2025-06-07,BKK-R9,mobile_wallet,1,24900.00,BT-202506-592465399561,24900.00,matched
BKK-R9|2025-06-08|cash,2025-06-08,BKK-R9,cash,2,85800.00,BT-202506-462587902788,85800.00,matched
BKK-R9|2025-06-08|credit_card,2025-06-08,BKK-R9,credit_card,4,33200.00,BT-202506-508798339004,33200.00,matched
BKK-R9|2025-06-08|debit_card,2025-06-08,BKK-R9,debit_card,2,47200.00,BT-202506-451766179113,47200.00,matched
BKK-R9|2025-06-08|mobile_wallet,2025-06-08,BKK-R9,mobile_wallet,5,152900.00,BT-202506-1037002321740,152900.00,matched
BKK-R9|2025-06-09|cash,2025-06-09,BKK-R9,cash,5,332600.00,BT-202506-448651201356,332600.00,matched
BKK-R9|2025-06-09|credit_card,2025-06-09,BKK-R9,credit_card,6,157800.00,BT-202506-301702144979,157800.00,matched
BKK-R9|2025-06-09|debit_card,2025-06-09,BKK-R9,debit_card,1,12900.00,BT-202506-436214313414,12900.00,matched
BKK-R9|2025-06-10|cash,2025-06-10,BKK-R9,cash,7,281700.00,BT-202506-967490873835,281700.00,matched
BKK-R9|2025-06-10|credit_card,2025-06-10,BKK-R9,credit_card,2,68300.00,BT-202506-244120660734,68300.00,matched
BKK-R9|2025-06-10|debit_card,2025-06-10,BKK-R9,debit_card,3,47600.00,BT-202506-1028015665775,47600.00,matched
BKK-R9|2025-06-10|mobile_wallet,2025-06-10,BKK-R9,mobile_wallet,4,95200.00,BT-202506-490340546678,95200.00,matched
BKK-R9|2025-06-11|cash,2025-06-11,BKK-R9,cash,5,103500.00,BT-202506-731139561929,103500.00,matched
BKK-R9|2025-06-11|credit_card,2025-06-11,BKK-R9,credit_card,2,186900.00,BT-202506-669637098281,186900.00,matched
BKK-R9|2025-06-11|debit_card,2025-06-11,BKK-R9,debit_card,3,140900.00,BT-202506-432454609388,140900.00,matched
BKK-R9|2025-06-12|cash,2025-06-12,BKK-R9,cash,7,282700.00,BT-202506-159043354071,282700.00,matched
BKK-R9|2025-06-12|credit_card,2025-06-12,BKK-R9,credit_card,2,168800.00,BT-202506-346909522429,168800.00,matched
BKK-R9|2025-06-12|debit_card,2025-06-12,BKK-R9,debit_card,1,34800.00,BT-202506-267893336389,34800.00,matched
BKK-R9|2025-06-12|mobile_wallet,2025-06-12,BKK-R9,mobile_wallet,3,94200.00,BT-202506-300503684436,94200.00,matched
BKK-R9|2025-06-13|cash,2025-06-13,BKK-R9,cash,4,107200.00,BT-202506-709132696097,107200.00,matched
BKK-R9|2025-06-13|credit_card,2025-06-13,BKK-R9,credit_card,5,233100.00,BT-202506-141962593135,233100.00,matched
BKK-R9|2025-06-13|debit_card,2025-06-13,BKK-R9,debit_card,2,111800.00,BT-202506-866280117726,111800.00,matched
BKK-R9|2025-06-13|mobile_wallet,2025-06-13,BKK-R9,mobile_wallet,1,49600.00,BT-202506-455448738866,49600.00,matched
BKK-R9|2025-06-14|cash,2025-06-14,BKK-R9,cash,3,72700.00,BT-202506-441624302409,72700.00,matched
BKK-R9|2025-06-14|credit_card,2025-06-14,BKK-R9,credit_card,2,53700.00,BT-202506-397268598934,53700.00,matched
BKK-R9|2025-06-14|debit_card,2025-06-14,BKK-R9,debit_card,2,92600.00,BT-202506-743781732552,92600.00,matched
BKK-R9|2025-06-14|mobile_wallet,2025-06-14,BKK-R9,mobile_wallet,2,110700.00,BT-202506-396069838956,110700.00,matched
BKK-R9|2025-06-15|cash,2025-06-15,BKK-R9,cash,3,139700.00,BT-202506-381400474330,139700.00,matched
BKK-R9|2025-06-15|debit_card,2025-06-15,BKK-R9,debit_card,2,26700.00,BT-202506-808739141827,26700.00,matched
BKK-R9|2025-06-15|mobile_wallet,2025-06-15,BKK-R9,mobile_wallet,3,222100.00,BT-202506-531860559366,222100.00,matched
BKK-R9|2025-06-16|cash,2025-06-16,BKK-R9,cash,2,53700.00,BT-202506-933812598931,53700.00,matched
BKK-R9|2025-06-16|credit_card,2025-06-16,BKK-R9,credit_card,3,249300.00,BT-202506-502797113005,249300.00,matched
BKK-R9|2025-06-16|debit_card,2025-06-16,BKK-R9,debit_card,1,62800.00,BT-202506-1072890644452,62800.00,matched
BKK-R9|2025-06-16|mobile_wallet,2025-06-16,BKK-R9,mobile_wallet,2,21400.00,BT-202506-1042247397546,21400.00,matched
BKK-R9|2025-06-17|cash,2025-06-17,BKK-R9,cash,5,194100.00,BT-202506-914172016553,194100.00,matched
BKK-R9|2025-06-17|credit_card,2025-06-17,BKK-R9,credit_card,5,188600.00,BT-202506-705676842836,188600.00,matched
BKK-R9|2025-06-17|debit_card,2025-06-17,BKK-R9,debit_card,3,91500.00,BT-202506-889140097714,91500.00,matched
BKK-R9|2025-06-17|mobile_wallet,2025-06-17,BKK-R9,mobile_wallet,2,43800.00,BT-202506-950729837063,43800.00,matched
BKK-R9|2025-06-18|cash,2025-06-18,BKK-R9,cash,1,31800.00,BT-202506-478756948440,31800.00,matched
BKK-R9|2025-06-18|credit_card,2025-06-18,BKK-R9,credit_card,1,24900.00,BT-202506-667456275328,24900.00,matched
BKK-R9|2025-06-18|debit_card,2025-06-18,BKK-R9,debit_card,3,113100.00,BT-202506-608835409024,113100.00,matched
BKK-R9|2025-06-18|mobile_wallet,2025-06-18,BKK-R9,mobile_wallet,6,385700.00,BT-202506-425742528347,385700.00,matched
BKK-R9|2025-06-19|cash,2025-06-19,BKK-R9,cash,4,58600.00,BT-202506-506964934212,58600.00,matched
BKK-R9|2025-06-19|credit_card,2025-06-19,BKK-R9,credit_card,3,72600.00,BT-202506-612209988099,72600.00,matched
BKK-R9|2025-06-19|debit_card,2025-06-19,BKK-R9,debit_card,3,103600.00,BT-202506-673542743368,103600.00,matched
BKK-R9|2025-06-19|mobile_wallet,2025-06-19,BKK-R9,mobile_wallet,1,29900.00,BT-202506-204640904682,29900.00,matched
BKK-R9|2025-06-20|cash,2025-06-20,BKK-R9,cash,4,185400.00,BT-202506-81825945636,185400.00,matched
BKK-R9|2025-06-20|credit_card,2025-06-20,BKK-R9,credit_card,3,170400.00,BT-202506-907545074036,170400.00,matched
BKK-R9|2025-06-20|debit_card,2025-06-20,BKK-R9,debit_card,2,19800.00,BT-202506-1024605236197,19800.00,matched
BKK-R9|2025-06-20|mobile_wallet,2025-06-20,BKK-R9,mobile_wallet,3,53700.00,BT-202506-670148683207,53700.00,matched
BKK-R9|2025-06-21|cash,2025-06-21,BKK-R9,cash,2,21400.00,BT-202506-540052736179,21400.00,matched
BKK-R9|2025-06-21|credit_card,2025-06-21,BKK-R9,credit_card,2,110700.00,BT-202506-387095735529,110700.00,matched
BKK-R9|2025-06-21|debit_card,2025-06-21,BKK-R9,debit_card,1,161500.00,BT-202506-191811419073,161500.00,matched
BKK-R9|2025-06-22|cash,2025-06-22,BKK-R9,cash,2,80800.00,BT-202506-825555243657,80800.00,matched
BKK-R9|2025-06-22|credit_card,2025-06-22,BKK-R9,credit_card,4,48200.00,BT-202506-569392895276,48200.00,matched
BKK-R9|2025-06-22|debit_card,2025-06-22,BKK-R9,debit_card,2,68700.00,BT-202506-334002886035,68700.00,matched
BKK-R9|2025-06-22|mobile_wallet,2025-06-22,BKK-R9,mobile_wallet,1,49700.00,BT-202506-673426174191,49700.00,matched
BKK-R9|2025-06-23|cash,2025-06-23,BKK-R9,cash,2,25800.00,BT-202506-250408063685,25800.00,matched
BKK-R9|2025-06-23|credit_card,2025-06-23,BKK-R9,credit_card,3,270600.00,BT-202506-147975392759,270600.00,matched
BKK-R9|2025-06-23|debit_card,2025-06-23,BKK-R9,debit_card,5,193900.00,BT-202506-927715828407,193900.00,matched
BKK-R9|2025-06-23|mobile_wallet,2025-06-23,BKK-R9,mobile_wallet,1,19800.00,BT-202506-281424925019,19800.00,matched
BKK-R9|2025-06-24|cash,2025-06-24,BKK-R9,cash,1,43800.00,BT-202506-12373036850,43800.00,matched
BKK-R9|2025-06-24|credit_card,2025-06-24,BKK-R9,credit_card,4,138100.00,BT-202506-704451562183,138100.00,matched
BKK-R9|2025-06-24|mobile_wallet,2025-06-24,BKK-R9,mobile_wallet,2,14400.00,BT-202506-503684944229,14400.00,matched
BKK-R9|2025-06-25|cash,2025-06-25,BKK-R9,cash,3,55600.00,BT-202506-931513706129,55600.00,matched
BKK-R9|2025-06-25|credit_card,2025-06-25,BKK-R9,credit_card,4,151600.00,BT-202506-1018631778243,151600.00,matched
